alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
wendys-short-hills-2,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.72068,-74.33213,(973) 912-6983,22057.8647487,ftMd8wCHbkyGQL4gugojaQ,https://s3-media3.fl.yelpcdn.com/bphoto/SErUTwaJl9IvF8m3oBzARQ/o.jpg,False,764 Morris Tpke,,,Short Hills,US,"[764 Morris Tpke, Short Hills, NJ 07078]",NJ,7078,Wendy's,19739126983.0,$,3.0,15,[],https://www.yelp.com/biz/wendys-short-hills-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
gyro-king-brooklyn-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'halal', u'title': u'Halal'}, {u'alias': u'salad', u'title': u'Salad'}]",40.6321404408,-73.9671717427,(718) 421-6600,15607.1800271,TPEkQX8Amp6Jb7FQmFKZxA,https://s3-media3.fl.yelpcdn.com/bphoto/mpNQlRAblPUiUSE_UgoxEw/o.jpg,False,1017 Foster Ave,,,Brooklyn,US,"[1017 Foster Ave, Brooklyn, NY 11230]",NY,11230,Gyro King,17184216600.0,$,3.5,109,[],https://www.yelp.com/biz/gyro-king-brooklyn-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chick-fil-a-jersey-city,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.726865,-74.038436,(201) 459-1100,17978.4524995,uhEjeHjg7zzDx6aA9UJFJw,https://s3-media2.fl.yelpcdn.com/bphoto/S0r-aOYdCIT5PfBGRg28Ug/o.jpg,False,30 Mall Dr W,,,Jersey City,US,"[30 Mall Dr W, Jersey City, NJ 07310]",NJ,7310,Chick-fil-A,12014591100.0,$,4.0,48,[],https://www.yelp.com/biz/chick-fil-a-jersey-city?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
nathans-famous-brooklyn,"[{u'alias': u'hotdog', u'title': u'Hot Dogs'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.57539,-73.98151,(718) 946-2202,13535.3860577,FB6HhBklpskPHKIACSUJAQ,https://s3-media1.fl.yelpcdn.com/bphoto/oFbxt_Y_42ZIxuwVRegzVQ/o.jpg,False,1310 Surf Ave,,,Brooklyn,US,"[1310 Surf Ave, Brooklyn, NY 11224]",NY,11224,Nathan's Famous,17189462202.0,$,3.5,1020,[],https://www.yelp.com/biz/nathans-famous-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
25-burgers-linden,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.64213,-74.25963,(908) 718-5671,11821.4721694,2kq_b7rCV07cqLD8j4rp8Q,https://s3-media2.fl.yelpcdn.com/bphoto/B-Od04JWvo8G0LWbCe2VFQ/o.jpg,False,510 E St Georges Ave,,,Linden,US,"[510 E St Georges Ave, Linden, NJ 07036]",NJ,7036,25 Burgers,19087185671.0,$,4.0,105,[pickup],https://www.yelp.com/biz/25-burgers-linden?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-new-york-19,"[{u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6042457,-73.9981629,(718) 373-1061,12263.7419082,1sl2yoQ5RKBUKQA2RtmZSw,https://s3-media3.fl.yelpcdn.com/bphoto/c92sHtXEswx-QTlaiYSDaA/o.jpg,False,2010 86th St,,,New York,US,"[2010 86th St, New York, NY 11214]",NY,11214,Popeyes Louisiana Kitchen,17183731061.0,$,3.5,35,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-new-york-19?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wok-to-walk-new-york-5,"[{u'alias': u'asianfusion', u'title': u'Asian Fusion'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7362871,-73.9891207,(646) 918-7006,21136.5709575,_haIj6t4bGOmbIl3xtihpg,https://s3-media2.fl.yelpcdn.com/bphoto/5_IRM0icUK_hFxdsLK1i6g/o.jpg,False,42 Union Sq E,,,New York,US,"[42 Union Sq E, New York, NY 10003]",NY,10003,Wok To Walk,16469187006.0,$,4.0,177,[pickup],https://www.yelp.com/biz/wok-to-walk-new-york-5?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
the-nugget-spot-new-york,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}]",40.7324998428,-73.986048746,(646) 422-7346,20964.5303647,qM4DN_MM28Y94M_w0hEMlw,https://s3-media2.fl.yelpcdn.com/bphoto/1RHwbEnvQuFNQViyO2EGMg/o.jpg,False,230 E 14th St,,,New York,US,"[230 E 14th St, New York, NY 10003]",NY,10003,The Nugget Spot,16464227346.0,$,3.5,346,"[delivery, pickup]",https://www.yelp.com/biz/the-nugget-spot-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-clark,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.629015649,-74.3080338037,(732) 340-9494,14898.6865008,NuNtquIdyMEd4_8Yeu0jag,https://s3-media2.fl.yelpcdn.com/bphoto/-AR78i02fBPAWWGJCl15CQ/o.jpg,False,59 Central Ave,,,Clark,US,"[59 Central Ave, Clark, NJ 07066]",NJ,7066,Wendy's,17323409494.0,$,3.0,24,[],https://www.yelp.com/biz/wendys-clark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-bayonne,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.660379,-74.109023,(201) 339-2505,8787.07137551,u3MFw-HPtbDQepO34cEnMQ,https://s3-media2.fl.yelpcdn.com/bphoto/417vIJCq1eEe1oeDS62hqw/o.jpg,False,804 Bayonne Crossing Way,,,Bayonne,US,"[804 Bayonne Crossing Way, Bayonne, NJ 07002]",NJ,7002,Popeyes Louisiana Kitchen,12013392505.0,$,2.0,17,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-bayonne?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-brooklyn-16,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.5977204686,-73.9609422907,(718) 382-1409,15286.7451615,t_ci9gr-CDoWjREm_w8t0Q,https://s3-media2.fl.yelpcdn.com/bphoto/IS1ubXEN2Zr5xy8K3EA8Fw/o.jpg,False,2425 Coney Island Ave,,,Brooklyn,US,"[2425 Coney Island Ave, Brooklyn, NY 11223]",NY,11223,Burger King,17183821409.0,$,3.0,17,[],https://www.yelp.com/biz/burger-king-brooklyn-16?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
pommes-frites-new-york-2,"[{u'alias': u'belgian', u'title': u'Belgian'}, {u'alias': u'gourmet', u'title': u'Specialty Food'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.730022,-74.000152,(212) 674-1234,20021.3830228,uBGjcW-GuYy_qSvMykuISA,https://s3-media2.fl.yelpcdn.com/bphoto/wfsKA0FA21wJvdB83DAcFw/o.jpg,False,128 Macdougal St,,,New York,US,"[128 Macdougal St, New York, NY 10012]",NY,10012,Pommes Frites,12126741234.0,$,4.5,546,"[pickup, delivery]",https://www.yelp.com/biz/pommes-frites-new-york-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
kfc-brooklyn-13,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}]",40.6076,-73.9621,(718) 375-0234,15327.8098547,mYJYZAMrD5DD6RabOmfPtA,https://s3-media2.fl.yelpcdn.com/bphoto/pG2-Iiz-6QzmoNAQ8is61Q/o.jpg,False,2026 Coney Island Ave,,,Brooklyn,US,"[2026 Coney Island Ave, Brooklyn, NY 11223]",NY,11223,KFC,17183750234.0,$,2.0,40,[],https://www.yelp.com/biz/kfc-brooklyn-13?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
buddys-burrito-and-taco-bar-brooklyn,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.685341,-73.994661,(718) 488-8695,16639.9091583,0Y8dv9UHGquFkWlVK7PdjA,https://s3-media3.fl.yelpcdn.com/bphoto/1Ado-sMP3OFd5JJ8t5JeGQ/o.jpg,False,260 Court St,,,Brooklyn,US,"[260 Court St, Brooklyn, NY 11231]",NY,11231,Buddy's Burrito & Taco Bar,17184888695.0,$,4.0,142,[],https://www.yelp.com/biz/buddys-burrito-and-taco-bar-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
panda-express-clark,"[{u'alias': u'chinese', u'title': u'Chinese'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.63286,-74.30517,(732) 882-1720,14817.3900473,ykKq4IYil4cUMOG-Mw-eGA,https://s3-media2.fl.yelpcdn.com/bphoto/za3XVDTQBRu6Yc5dtKxung/o.jpg,False,1255 Raritan Rd,,,Clark,US,"[1255 Raritan Rd, Clark, NJ 07066]",NJ,7066,Panda Express,17328821720.0,$,3.5,30,[],https://www.yelp.com/biz/panda-express-clark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chick-fil-a-new-york,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.731085,-73.99498,(212) 998-4931,20377.2109317,D0_NinGeiGTQbi1Kx336Iw,https://s3-media3.fl.yelpcdn.com/bphoto/PwoGSkUNT6qCASPOzVK5YQ/o.jpg,False,5 University Pl,,Weinstein Food Court,New York,US,"[5 University Pl, Weinstein Food Court, New York, NY 10003]",NY,10003,Chick-fil-A,12129984931.0,$,3.0,105,[],https://www.yelp.com/biz/chick-fil-a-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-carteret,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.590972,-74.229515,(732) 541-2100,7481.78547526,v2hzhwcgmMqIpOyE9-qNYA,https://s3-media4.fl.yelpcdn.com/bphoto/oqY2wppuvwIOMSJJ_VLgqg/o.jpg,False,835 Roosevelt Ave,,,Carteret,US,"[835 Roosevelt Ave, Carteret, NJ 07008]",NJ,7008,McDonald's,17325412100.0,$,1.5,8,[],https://www.yelp.com/biz/mcdonalds-carteret?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-perth-amboy,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.5309685,-74.2796445,(732) 442-4986,13191.171224,8Sn5cidifkHaN0QSx3RFnA,https://s3-media4.fl.yelpcdn.com/bphoto/1q14OL8_zMfpyIcHqRbfbw/o.jpg,False,853 Convery Blvd,,,Perth Amboy,US,"[853 Convery Blvd, Perth Amboy, NJ 08861]",NJ,8861,Wendy's,17324424986.0,$,2.5,8,[],https://www.yelp.com/biz/wendys-perth-amboy?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-brooklyn-21,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6537457,-74.0054241,(718) 788-9226,13763.5270607,YV5HoqQfrHUVYl6AhFzcYw,https://s3-media3.fl.yelpcdn.com/bphoto/zqdwpwIh2sR8DZOzTYxT4g/o.jpg,False,968 4th Ave,,,Brooklyn,US,"[968 4th Ave, Brooklyn, NY 11232]",NY,11232,McDonald's,17187889226.0,$,2.0,29,[],https://www.yelp.com/biz/mcdonalds-brooklyn-21?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-harrison,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7402441331,-74.1559007768,(973) 484-5047,17280.8430844,Uy8VpbCCUjDkBFQty5X6tg,https://s3-media1.fl.yelpcdn.com/bphoto/qx3OGzN4kuBOGHTaUktTEw/o.jpg,False,701 Frank E Rodgers Blvd S,,,Harrison,US,"[701 Frank E Rodgers Blvd S, Harrison, NJ 07029]",NJ,7029,Five Guys,19734845047.0,$,4.0,57,[],https://www.yelp.com/biz/five-guys-harrison?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-brooklyn-34,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6020889282,-73.9946670532,(718) 372-9893,12518.3827644,aNe_f3NPtxqLvA-j0k1J5A,https://s3-media1.fl.yelpcdn.com/bphoto/upTVIjUkHGEtBF3QeAgJuA/o.jpg,False,2164 86th St,,,Brooklyn,US,"[2164 86th St, Brooklyn, NY 11214]",NY,11214,Burger King,17183729893.0,$,2.0,21,[],https://www.yelp.com/biz/burger-king-brooklyn-34?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-rahway-2,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6075831698,-74.261471103,(732) 381-4377,10451.4862717,qCfJWrSleaqQzk_3j1yk4w,https://s3-media3.fl.yelpcdn.com/bphoto/ZA2jzVj3byaEiG9IFTa1iA/o.jpg,False,2024 Rt 1 S,,,Rahway,US,"[2024 Rt 1 S, Rahway, NJ 07065]",NJ,7065,McDonald's,17323814377.0,$,2.5,4,[],https://www.yelp.com/biz/mcdonalds-rahway-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
blue-collar-brooklyn,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'hotdog', u'title': u'Hot Dogs'}]",40.7114104644,-73.9578148976,(347) 725-3837,20888.0104742,CgIQAtAqafmU_ep9wHW81w,https://s3-media2.fl.yelpcdn.com/bphoto/0lEumIg95Ou9iRCLsgt04g/o.jpg,False,160 Havemeyer St,,,Brooklyn,US,"[160 Havemeyer St, Brooklyn, NY 11211]",NY,11211,Blue Collar,13477253837.0,$,3.5,210,"[pickup, delivery]",https://www.yelp.com/biz/blue-collar-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
nathans-famous-brooklyn-4,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'hotdog', u'title': u'Hot Dogs'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.6184299,-74.02176,(718) 238-4949,10731.8970048,kO3tCJUjV0qJ1quVvBy2Eg,https://s3-media2.fl.yelpcdn.com/bphoto/HfaNJqP7CzLYbgmFJ7MKgg/o.jpg,False,650 86th St,,,Brooklyn,US,"[650 86th St, Brooklyn, NY 11228]",NY,11228,Nathan's Famous,17182384949.0,$,3.0,45,[],https://www.yelp.com/biz/nathans-famous-brooklyn-4?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
checkers-linden,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'hotdog', u'title': u'Hot Dogs'}]",40.6170539951,-74.2514188283,(908) 474-0363,9952.54663407,c_BAmJddO2a7i-BIOsETug,https://s3-media3.fl.yelpcdn.com/bphoto/rswKqm80o-NkzeH3RdqClA/o.jpg,False,901 W Edgar Rd,,,Linden,US,"[901 W Edgar Rd, Linden, NJ 07036]",NJ,7036,Checkers,19084740363.0,$,3.0,18,[],https://www.yelp.com/biz/checkers-linden?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
panda-express-brooklyn-3,"[{u'alias': u'chinese', u'title': u'Chinese'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6919,-73.98809,(718) 246-3898,17548.02586,0bM7u8ifFfXUnaybey3Yrg,https://s3-media1.fl.yelpcdn.com/bphoto/Y1R1f8dg_GK91emd9Xg3AA/o.jpg,False,423 Fulton St,,,Brooklyn,US,"[423 Fulton St, Brooklyn, NY 11201]",NY,11201,Panda Express,17182463898.0,$,3.5,40,"[delivery, pickup]",https://www.yelp.com/biz/panda-express-brooklyn-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
goa-taco-new-york,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'tacos', u'title': u'Tacos'}, {u'alias': u'indpak', u'title': u'Indian'}]",40.71887,-73.99003,(347) 276-5103,19577.9382728,tIjQyHOubGeKRnx4wSwOeA,https://s3-media1.fl.yelpcdn.com/bphoto/e0wfnyBWhd__pXOOzheH3Q/o.jpg,False,79 Delancey St,,,New York,US,"[79 Delancey St, New York, NY 10002]",NY,10002,goa taco,13472765103.0,$,4.5,450,"[delivery, pickup]",https://www.yelp.com/biz/goa-taco-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
qdoba-mexican-eats-bayonne,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.660737825,-74.1082495451,(201) 339-1463,8845.34725466,RhZ473us480Q6bU1OLq63Q,https://s3-media3.fl.yelpcdn.com/bphoto/g8mmrLTBOhoycEAKQJGoMg/o.jpg,False,905 Bayonne Crossing Way,,,Bayonne,US,"[905 Bayonne Crossing Way, Bayonne, NJ 07002]",NJ,7002,QDOBA Mexican Eats,12013391463.0,$,2.5,39,[],https://www.yelp.com/biz/qdoba-mexican-eats-bayonne?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-brooklyn-14,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.700852,-73.941219,(718) 599-7292,21215.1029201,QcyaduBa1llS3LlLfVKjZg,https://s3-media3.fl.yelpcdn.com/bphoto/ZW9_ErB4Rih_dtZ-Vu-ZrA/o.jpg,False,785 Flushing Ave,,,Brooklyn,US,"[785 Flushing Ave, Brooklyn, NY 11206]",NY,11206,Taco Bell,17185997292.0,$,3.5,26,[],https://www.yelp.com/biz/taco-bell-brooklyn-14?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
checkers-brooklyn-8,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.6683293803,-73.9941663101,,15473.3741551,KnDVZk-dDOChSqfGQJSG2A,https://s3-media3.fl.yelpcdn.com/bphoto/TKFv2nn3TAeoG3NRTrW-1g/o.jpg,False,73 15th St,,,Brooklyn,US,"[73 15th St, Brooklyn, NY 11215]",NY,11215,Checkers,,$,2.5,20,[],https://www.yelp.com/biz/checkers-brooklyn-8?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-brooklyn-15,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.669625,-73.986854,(718) 832-8600,16056.2935791,_5GAm7sED4vh95pKxFI71Q,https://s3-media4.fl.yelpcdn.com/bphoto/qKbyk0jkAs8rO6L1IYZaJQ/o.jpg,False,289 9th St,,,Brooklyn,US,"[289 9th St, Brooklyn, NY 11215]",NY,11215,McDonald's,17188328600.0,$,3.0,30,[],https://www.yelp.com/biz/mcdonalds-brooklyn-15?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-brooklyn-11,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.694427,-73.993803,(718) 797-9380,17383.1874886,KSUkqbk7F7tXdEvWzYg8Fg,https://s3-media3.fl.yelpcdn.com/bphoto/WkGeN1GwijG8VRoq01xgeA/o.jpg,False,138 Montague St,,,Brooklyn,US,"[138 Montague St, Brooklyn, NY 11201]",NY,11201,Five Guys,17187979380.0,$,3.5,175,[delivery],https://www.yelp.com/biz/five-guys-brooklyn-11?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-brooklyn-48,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.635821,-73.968267,(718) 871-4242,15647.1387338,7saatp8FwA-8qfJL2VEusA,https://s3-media3.fl.yelpcdn.com/bphoto/lFcbzKMC_5xbXSdGkJMWCg/o.jpg,False,880 Coney Island Ave,,,Brooklyn,US,"[880 Coney Island Ave, Brooklyn, NY 11218]",NY,11218,McDonald's,17188714242.0,$,2.5,22,[],https://www.yelp.com/biz/mcdonalds-brooklyn-48?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
al-basha-express-brooklyn,"[{u'alias': u'halal', u'title': u'Halal'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mideastern', u'title': u'Middle Eastern'}]",40.628,-74.0235,(718) 759-0900,11016.8713925,VSitns0sJse_gDCvFbrYJg,https://s3-media2.fl.yelpcdn.com/bphoto/BzVx3NmA9lRbAtpZ4wALrw/o.jpg,False,484 77th St,,,Brooklyn,US,"[484 77th St, Brooklyn, NY 11209]",NY,11209,Al Basha Express,17187590900.0,$,4.0,17,[],https://www.yelp.com/biz/al-basha-express-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
blaze-fast-fired-pizza-clark,"[{u'alias': u'salad', u'title': u'Salad'}, {u'alias': u'pizza', u'title': u'Pizza'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6332440341,-74.3036422013,(848) 666-1225,14712.4161308,rKD8ozc_VRsBiiS6-WMKWA,https://s3-media3.fl.yelpcdn.com/bphoto/JnS0KclGzlTecu__QPIVtA/o.jpg,False,1255 Raritan Rd,,,Clark,US,"[1255 Raritan Rd, Clark, NJ 07066]",NJ,7066,Blaze Fast-Fire'd Pizza,18486661225.0,$,4.0,134,[],https://www.yelp.com/biz/blaze-fast-fired-pizza-clark?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
five-guys-jersey-city-3,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7176500047,-74.0373620298,(201) 433-6700,17134.4797528,dYjtaMo3T_WiFKhVu4w0Ng,https://s3-media4.fl.yelpcdn.com/bphoto/EtAQMMr6VvlvaQrlQnLGDQ/o.jpg,False,286 Washington St,,,Jersey City,US,"[286 Washington St, Jersey City, NJ 07302]",NJ,7302,Five Guys,12014336700.0,$,3.5,97,[],https://www.yelp.com/biz/five-guys-jersey-city-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
